Number,Year,Genre,Source,Sentence,Syntax,Contrast,Position,Other,Local,Licensor.category,Licensor,Note,Note2,Syntax2,Contrast2
65,2009,MAG,WashMonth ,"companies are reluctant to provide customers with detailed data about their energy use, much less in a format that could be used by third parties. Doing so would loosen",PP,PP,final,sprout,1,Adj,reluctant,NA,NA,PP,PP
76,2009,ACAD,IntlAffairs ,"sufficient to meet the fundamental development challenges confronting Africa in the coming decades, much less throughout the rest of the developing world. # The Obama administration must not only",PP,PP,final,NA,0,NEC,NA,NA,NA,PP,PP
80,2009,ACAD,TeachLibrar ,"image and reputation and so do not want to be seen with parents, much less under these nerdy conditions. Allow for "" non-book "" book clubs, that is",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
85,2008,FIC,Analog ,"if find self nonscheduledly parked in unmarked clearing at heart of Alaskan outback, much less amidst desolation sure to encounter on far side of Strait. Final step: Uncased",PP,PP,final,NA,1,NEC,NA,NA,NA,PP,PP
86,2008,FIC,Bk:FoulPlaySofieMetropolis ,"Gate Bridge. // But since getting Thomas to come anywhere near me, much less on top of a bridge, was out of the question, I'd probably",PP,PP,final,AdvP contrast,1,Prag,Adversity,NA,NA,PP,PP
87,2008,FIC,Analog ,"wasn't about to tell anyboay she'd vanished from my locked kitchen, much less about the absence and sudden reappearance of my living room furnishings. I trundled out",PP,PP,final,NA,0,Neg,NA,NA,NA,PP,PP
90,2008,MAG,TownCountry ,"this was not a message Americans felt like hearing in our bicentennial year -- much less from two white Jewish guys. After an early run-through of 1600, my father",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
102,2008,FIC,Bk:SevenSinsTyrant ,"boarding party. Merely boys, they were ill prepared for any battle, much less against the soldiers of Rome. His dormant skills as a swordsman returned with a",PP,PP,final,NA,1,Adj,ill-prepared,NA,NA,PP,PP
104,2007,FIC,NativeCalif ,"at the clock. "" I was surprised Mrs. Ianucci was still around, much less in the same house. Again, four years is an eternity in a kid",PP,PP,final,AdvP contrast,1,Adj,surprised,NA,NA,PP,PP
109,2007,MAG,USAToday ,". All too often they are perceived as not being useful to society, much less on the job. Imagine how it would feel knowing you have a lot to",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
114,2007,NEWS,NYTimes ,"the government would not permit the Plastics to perform in public at all, much less at the capital's highbrow showplace. # The Plastics started as fans, and",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
115,2007,NEWS,Chicago ,and not uttering a word isn't something most people would do willingly -- much less on vacation. # Chicago schoolteacher Laura McGlone flew halfway around the world for this,PP,PP,final,AdvP contrast,1,Neg,NA,NA,NA,PP,PP
116,2007,ACAD,AmerScholar ,"knew what leadership really meant. It had nothing to do with leading, much less with taking risks, and not at all with acting ethically. A leader was",PP,PP,final,conj / not conj,1,Neg,nothing,NA,NA,PP,PP
117,2007,ACAD,DrugIssues ,"public never developed any informed understanding regarding appropriate mechanisms for conceptualizing drug use, much less of the appropriate means by which to monitor, analyze, and respond to it",PP,PP,final,NA,0,Neg,never,NA,NA,PP,PP
120,2007,ACAD,GeorgiaHisQ ,", and its residents rarely paid attention to appointed administrators stationed in the province much less across the ocean. Even though Georgia ultimately succeeded as a colony, it failed",PP,PP,final,NA,1,Adv,rarely,NA,NA,PP,PP
125,2006,SPOK,CNN_LiveToday ,"ransom note? And where's the proof he was ever in Boulder, much less on the night of the murder? And how did he find his way around",PP,PP,final,sprout,1,Ques,NA,non-argument sprouting,NA,PP,PP
130,2006,FIC,Bk:TwilightMagic ,"time Darian felt amazement that he was allowed onto Westminster Palace's grounds, much less into the royal chambers. Of course, there were people who would prefer that",PP,PP,final,NA,1,Prag,Adversity,NA,NA,PP,PP
131,2006,FIC,Bk:TwilightMagic ,"a man of his ilk not be allowed in the city of London, much less inside the palace. Too bad. King Stephen needed men like Darian if he",PP,PP,final,NA,0,Neg,NA,NA,NA,PP,PP
151,2005,FIC,FantasySciFi ,"it was a tiny imperfection, hard to see even from up close, much less at a distance in darkening streets. He decided to suppress vanity and a touch",PP,PP,final,NA,1,Adj,hard,NA,NA,PP,PP
152,2005,FIC,NewYorker ,"NAIVAC Omaha. But Mom and Dad aren't allowed into the yard, much less to Omaha. And when I'm not around they get agitated. I went",PP,PP,final,NA,1,Neg,NA,Contrasts with the to of into in matrix?,NA,PP,PP
154,2005,FIC,Bk:BishopOldNeighbor ,"? "" I sighed loudly. There ought not to be violent crimes, much less in a church during the glorious fading days of August. Continues... ",PP,PP,final,sprout,1,Neg,NA,NA,NA,PP,PP
165,2004,FIC,VirginiaQRev ,"afterward. Rowen had never expected to see the eventual picture at all, much less in a context that would reflect well on his father. # Rowen's old",PP,PP,final,NA,1,Neg,never,at all,NA,PP,PP
173,2004,MAG,USNWR ,"'s camera phones, whose pictures didn't look good on PC monitors, much less as prints. But a few phones this year can capture more than a megapixel",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
178,2004,NEWS,Atlanta ,"to be a musical extravaganza on a scale seldom seen on any stage, much less in Gwinnett. The show is a montage of singing, dancing, orchestra,",PP,PP,final,NA,1,Adv,seldom,NA,NA,PP,PP
179,2004,ACAD,Humanist ,"and the government has no business augmenting the coffers of any religious organization, much less to the exclusion of others. Steps must therefore be taken now to rid the",PP,PP,final,sprout,1,Neg,NA,NA,NA,PP,PP
180,2004,ACAD,AmerStudies ,"some stories and rituals may not be shared outside one's own clan, much less with other tribes, but that to save sacred sites information of a highly sensitive",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
186,2003,FIC,Callaloo ,"n't pick up on this feeling of freedom on the surface or underground, much less in the cemetery. You put the book away to begin the necrological and oniric",PP,PP,final,conj / not conj,1,Neg,NA,NA,NA,PP,PP
196,2003,ACAD,HospitalTopic ,"or to perform brain surgery while not even being on the same continent, much less in the same room, might sound to some people like great science fiction or",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
201,2002,SPOK,CBS_48Hours ,"to find her first child, but never thought it actually would happen, much less through the Internet. ! ALTENOFF: What was I going to do?",PP,PP,final,sprout,1,Neg,never,NA,NA,PP,PP
203,2002,SPOK,NPR_Saturday ,"concludes, maybe not surprisingly, that although cats rarely consult a dictionary, much less at the source, their talk does communicate to humans, and even manipulate us",PP,PP,final,sprout,1,Adv,rarely,NA,NA,PP,PP
204,2002,FIC,AntiochRev ,"supposed to mention the names of Conrad and Nabokov on the same day, much less in the same breath, but I must confess I appreciate them both. Leafing",PP,PP,final,NA,1,NEC,NA,NA,NA,PP,PP
239,2000,SPOK,NPR_Morning ,"none of their mothers would ever let their child out of the house, much less onto a drafty bus or campaign trail without first checking to see that they put",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
242,2000,FIC,Triquarterly ,"actress anymore. She wouldn't last a day outside the Tri-state area, much less in Cork with Rose the nanny. What in the world was he doing here",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
246,2000,MAG,ConsumResrch ,unparalleled -- and heretofore unavailable anywhere outside the privileged world of automotive journalism -- much less for just $15 smackolas. # All licensed drivers age 18 and older are eligible,PP,PP,final,NA,1,Adj,unavailable,NA,NA,PP,PP
266,1999,SPOK,NPR_Weekend ,"certainly never thought I'd hear "" pooh-pooh head "" on this show, much less in a movie. (Soundbite-of-laugh) MITCHELL: That really came through in the political discourse",PP,PP,final,NA,1,Neg,never,NA,NA,PP,PP
273,1999,MAG,GolfMag ,"it, allowing plenty of time for family bonding. A golf vacation, much less at a name-brand resort, was out of the question. But a strange thing",PP,PP,final / in S,sprout,1,Prag,Adversity,NA,NA,PP,PP
274,1999,MAG,Fortune ,"he wouldn't have dared invest $15 million into such an embryonic company, much less at such a valuation. And while Buzzsaw has the backing of Autodesk, the",PP,PP,final,sprout,1,Neg,NA,NA,NA,PP,PP
283,1999,NEWS,SanFranChron ,"Big Apple's cable provider, Time-Warner, to carry the network anywhere, much less in the advertising capital. # ZDTV is available on cable in some large cities",PP,PP,final,AdvP contrast,1,NEC,NA,NA,NA,PP,PP
284,1999,NEWS,Houston ,"think I've seen anything more than 100 yards away from this space, much less in any other building. But we're already working on new designs for the",PP,PP,final,AdvP contrast,1,NEC,NA,NA,NA,PP,PP
285,1999,NEWS,Denver ,"for many workers to be in the same place at the same time, much less during conventional business hours - a boon for those who seek flexible schedules. # ",PP,PP,final,NA,1,NEC,NA,NA,NA,PP,PP
288,1999,ACAD,Church&State ,"Rosenblum argues, large segments of American Jewry have little identification with Israel, much less about "" the form of religious establishmentarianism Israel chooses. "" (n37) About",PP,PP,final,NA,1,Adj,little,NA,NA,PP,PP
294,1999,ACAD,IntlAffairs ,"in solar energy production. The wind does not blow around the clock, much less at peak speeds, which means that wind power facilities only operate at about 23",PP,PP,final,sprout,1,Neg,NA,"unclear if sprouting or not, but should keep",NA,PP,PP
297,1999,ACAD,Environment ,"of the developing countries studied to marshal these resources at the national level, much less across a number of local jurisdictions. # Several important issues warrant further study.",PP,PP,final,NA,1,NEC,NA,NA,NA,PP,PP
301,1998,SPOK,NPR_Science ,"for you? GELERNTER: There's not enough artistry and art today, much less in technology. It's not a highly valued commodity today. In every era",PP,PP,final,sprout,1,Neg,NA,NA,NA,PP,PP
312,1998,MAG,AmHeritage ,"doubting that American whites and free blacks could ever live together in peace, much less on a basis of equality. He wasn't all that great on women either",PP,PP,final,NA,1,Verb,doubting,NA,NA,PP,PP
316,1998,MAG,Esquire ,"He was in the Sacramento bureau and so hardly ever in the newsroom, much less around editors. In a big story for the paper, he took on one",PP,PP,final,NA,1,Adv,hardly,NA,NA,PP,PP
322,1998,ACAD,ArmedForces ,"is no general agreement on the U.S. role in the new world order, much less for emerging national security threats. 13 However, military planning for medical defense should not",PP,PP,final,NA,0,Neg,NA,NA,NA,PP,PP
341,1997,NEWS,Atlanta ,"the A's don't have much pitching on the major league level, much less in the rest of the organization. # -If the Padres don't trade the",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
346,1997,ACAD,PublicInterest ,"can happen is that failure of information to be accessible throughout the government, much less to the public, can cause damage in its own right. An organization with",PP,PP,final,subj,1,Noun,failure,NA,NA,PP,PP
354,1996,FIC,LiteraryRev ,"wasn't brought up to have sex with a man outside of wedlock, much less for money. I wasn't raised to even enjoy sex. In Iran prostitutes",PP,PP,final,sprout,1,Neg,NA,"unclear if sprouting or not, but should keep",NA,PP,PP
355,1996,FIC,FantasySciFi ,"Hoosier Dome But I've never even been to Six Flags Over Yellowstone, much less on an ecotour. All those ideas from your class I can't really understand",PP,PP,final,NA,1,Neg,never,NA,NA,PP,PP
364,1996,MAG,SkyTelescope ,"The last quantity means they can be too faint to spot in binoculars, much less with the naked eye, even when they are as close as Sirius. So",PP,PP,final,NA,1,Prag,Adversity,NA,NA,PP,PP
369,1996,NEWS,SanFranChron ,"standards. It has never been shown to measure basic skills at all, much less in a way that relates to effective teaching. Its only function is to screen",PP,PP,final,NA,1,Neg,never,NA,NA,PP,PP
370,1996,NEWS,Houston ,"the college game regretted that his career came to an end at all, much less in his mid-' 70s. In a way, Darrell Royal represented the Frank",PP,PP,final,NA,1,NEC,NA,NA,NA,PP,PP
374,1996,ACAD,AnthropolQ ,"for itself "" -- the implication being that the participants are not aware, much less in control of it. By contrast, in capitalist societies access to social positions",PP,PP,final,AdvP contrast,1,Neg,NA,NA,NA,PP,PP
381,1995,FIC,Triquarterly ,"thrill that no one else she knows would be doing this in daylight, much less at night. But it's at night when the most trains come through.",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
406,1994,FIC,Bk:Serendipity ,"I'll be fine. You're in no condition to be here, much less outside working in the snow and freezing temperatures. "" "" Are you going to",PP,PP,final,AdvP contrast,1,Neg,NA,NA,NA,PP,PP
418,1994,NEWS,SanFranChron ,"the anger, pain and doubt held in the bodies of the observers, much less within the Ramona family. # On the first day of testimony, Ramona described",PP,PP,final,NA,0,NEC,NA,NA,NA,PP,PP
421,1994,NEWS,Denver ,". "" I'm not sure anybody has a clue who contributed anything, much less to whom. "" # Haynes said the bond sales teams were selected based on",PP,PP,final,sprout,1,Neg,NA,NA,NA,PP,PP
